ID,E04,Registration Status,Admissions Status,Matriculation Status,Attendance Status,Class Level,Total Credits Enrolled,County,School,Program,Degree,Major,Major_Desc,Program,Concentration,age,Housing,Ethnicity_ALL,BannerTerm,Residency
129992,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,13,Cumberland,NAMS,BIOL-BS,BS,BIOL,Biology,BIOL-BS,PROF,23,Y,Black or African American,202320,R
129997,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,12,Ocean,ARHU,COMM,BA,COMM,Communication Studies,COMM,PRAD,23,,Caucasian or White,202320,R
129999,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,20,Ocean,ARHU,ARTV-BFA,BFA,ARTV,Visual Arts,ARTV-BFA,VCOM,22,,Caucasian or White,202320,R
130006,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,14,Atlantic,SOBL,SOWK,BS,SOWK,Social Work,SOWK,GENE,43,,Caucasian or White,202320,R
130011,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,20,Gloucester,BUSN,BUSN-BS,BS,BSNS,Business Studies,BUSN-BS,MGMT,37,,Black or African American,202320,R
130012,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,13,Not NJ Resident,NAMS,BIOL-BS,BS,BIOL,Biology,BIOL-BS,GENE,21,Y,Caucasian or White,202320,N
130013,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,20,Atlantic,HLTH,HLTH-BS,BS,HLSC,Health Science,HLTH-BS,GENE,26,,Black or African American,202320,R
130021,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,16,Atlantic,ARHU,ARTS,BA,ARTS,Studies in the Arts,ARTS,VHIS,28,,Hispanic or Latino,202320,R
130030,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,16,Ocean,HLTH,HLTH-BS,BS,HLSC,Health Science,HLTH-BS,GENE,25,,Caucasian or White,202320,R
130034,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,12,Monmouth,SOBL,CRIM,BA,CRIM,Criminal Justice,CRIM,FPSY,23,,Hispanic or Latino,202320,R
130047,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,12,Cape May,SOBL,PSYC-BA,BA,PSYC,Psychology,PSYC-BA,GENE,33,,Caucasian or White,202320,R
130059,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,17,Cumberland,NAMS,MARS-BS,BS,MARS,Marine Science,MARS-BS,MBIO,23,Y,Caucasian or White,202320,R
130071,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,16,Atlantic,SOBL,PSYC-BA,BA,PSYC,Psychology,PSYC-BA,GENE,24,,Caucasian or White,202320,R
130073,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,24,Atlantic,BUSN,BUSN-BS,BS,BSNS,Business Studies,BUSN-BS,MKTG,23,,Caucasian or White,202320,R
130075,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,18,Burlington,BUSN,CSCI,BS,CSCI,Computer Science,CSCI,GENE,22,Y,Hispanic or Latino,202320,R
130078,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,14,Atlantic,SOBL,SOWK,BS,SOWK,Social Work,SOWK,GENE,28,,Caucasian or White,202320,R
130095,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,18,Ocean,SOBL,SOWK,BS,SOWK,Social Work,SOWK,GENE,29,,Caucasian or White,202320,R
130097,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,16,Atlantic,ARHU,COMM,BA,COMM,Communication Studies,COMM,PRAD,22,,Hispanic or Latino,202320,R
130098,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,16,Mercer,BUSN,BUSN-BS,BS,BSNS,Business Studies,BUSN-BS,MGMT,22,Y,Caucasian or White,202320,R
130101,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,18,Ocean,NAMS,MATH-BA,BA,MATH,Mathematics,MATH-BA,EDUC,22,Y,Caucasian or White,202320,R
130102,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,21,Atlantic,ARHU,COMM,BA,COMM,Communication Studies,COMM,MEDP,20,,Black or African American,202320,R
130103,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,16,Ocean,SOBL,PSYC-BA,BA,PSYC,Psychology,PSYC-BA,MHLT,28,,Black or African American,202320,R
130109,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,16,Atlantic,BUSN,BUSN-BS,BS,BSNS,Business Studies,BUSN-BS,BUSA,24,,Hispanic or Latino,202320,R
130112,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,16,Burlington,SOBL,PSYC-BA,BA,PSYC,Psychology,PSYC-BA,GENE,22,Y,Caucasian or White,202320,R
130113,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,16,Ocean,NAMS,BIOL-BS,BS,BIOL,Biology,BIOL-BS,GENE,23,,Caucasian or White,202320,R
130114,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,16,Gloucester,HLTH,HLTH-BS,BS,HLSC,Health Science,HLTH-BS,GENE,24,,Caucasian or White,202320,R
130115,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,16,Camden,HLTH,HLTH-BS,BS,HLSC,Health Science,HLTH-BS,PROT,43,,Hispanic or Latino,202320,R
130116,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,12,Salem,NAMS,MARS-BS,BS,MARS,Marine Science,MARS-BS,OCEN,22,Y,Caucasian or White,202320,R
130122,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,20,Ocean,ARHU,ARTS,BA,ARTS,Studies in the Arts,ARTS,EDVA,25,,Caucasian or White,202320,R
130123,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,14,Atlantic,SOBL,SOWK,BS,SOWK,Social Work,SOWK,GENE,23,,Caucasian or White,202320,R
130129,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,12,Ocean,ARHU,COMM,BA,COMM,Communication Studies,COMM,JRMS,23,,Caucasian or White,202320,R
130133,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,18,Ocean,ARHU,HIST,BA,HIST,Historical Studies,HIST,EDUC,23,,Caucasian or White,202320,R
130152,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,17,Ocean,NAMS,BCMB,BS,BCMB,Biochemistry Molecular Biology,BCMB,GENE,28,,Hispanic or Latino,202320,R
130153,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,20,Bergen,SOBL,PSYC-BA,BA,PSYC,Psychology,PSYC-BA,FPSY,25,Y,Hispanic or Latino,202320,R
130154,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,17,Ocean,ARHU,COMM,BA,COMM,Communication Studies,COMM,JRMS,22,,Caucasian or White,202320,R
130158,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,16,Cape May,HLTH,HLTH-BS,BS,HLSC,Health Science,HLTH-BS,GENE,35,,Black or African American,202320,R
130166,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,16,Ocean,BUSN,CSCI,BS,CSCI,Computer Science,CSCI,GENE,24,,Caucasian or White,202320,R
130169,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,20,Ocean,SOBL,SOWK,BS,SOWK,Social Work,SOWK,GENE,27,,Caucasian or White,202320,R
130172,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,20,Camden,BUSN,BUSN-BA,BA,BSNS,Business Studies,BUSN-BA,GENE,22,,Caucasian or White,202320,R
130173,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,12,Atlantic,ARHU,LCST,BA,LCST,Languages and Culture Studies,LCST,EDSP,24,,Hispanic or Latino,202320,R
130176,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,16,Monmouth,NAMS,BIOL-BA,BA,BIOL,Biology,BIOL-BA,EDUC,24,,More Than 1 Race,202320,R
130179,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,16,Atlantic,ARHU,ARTV-BFA,BFA,ARTV,Visual Arts,ARTV-BFA,VILL,34,,Asian,202320,R
130181,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,13,Atlantic,HLTH,HLTH-BS,BS,HLSC,Health Science,HLTH-BS,GENE,31,,Hispanic or Latino,202320,R
130189,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,12,Cape May,BUSN,BUSN-BA,BA,BSNS,Business Studies,BUSN-BA,GENE,37,,Unknown or Not Specified,202320,R
130195,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,13,Atlantic,GENS,LIBA,BA,LIBA,Liberal Studies,LIBA,ELEM,24,,Black or African American,202320,R
130203,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,16,Hunterdon,ARHU,COMM,BA,COMM,Communication Studies,COMM,PRAD,23,,Caucasian or White,202320,R
130204,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,20,Monmouth,BUSN,BUSN-BS,BS,BSNS,Business Studies,BUSN-BS,MKTG,22,,Caucasian or White,202320,R
130207,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,12,Cape May,HLTH,HLTH-BS,BS,HLSC,Health Science,HLTH-BS,GENE,28,,Caucasian or White,202320,R
130209,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,16,Atlantic,HLTH,HLTH-BS,BS,HLSC,Health Science,HLTH-BS,PROT,23,,Caucasian or White,202320,R
130215,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,17,Camden,NAMS,MARS-BS,BS,MARS,Marine Science,MARS-BS,MBIO,24,,Caucasian or White,202320,R
130216,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,17,Essex,HLTH,EXSC-BS,BS,EXSC,Exercise Science,EXSC-BS,GENE,41,,Asian,202320,R
130219,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,17,Sussex,NAMS,BIOL-BS,BS,BIOL,Biology,BIOL-BS,GENE,23,Y,Hispanic or Latino,202320,R
130220,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,16,Ocean,SOBL,SOWK,BS,SOWK,Social Work,SOWK,GENE,23,,More Than 1 Race,202320,R
130223,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,16,Atlantic,HLTH,PUBLIC-HLTH,BS,PUBH,Public Health,PUBLIC-HLTH,CHED,32,,Hispanic or Latino,202320,R
130226,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,16,Atlantic,SOBL,PSYC-BA,BA,PSYC,Psychology,PSYC-BA,MHLT,26,,Caucasian or White,202320,R
130227,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,20,Ocean,SOBL,PSYC-BA,BA,PSYC,Psychology,PSYC-BA,GENE,23,,Caucasian or White,202320,R
130233,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,12,Atlantic,HLTH,HLTH-BS,BS,HLSC,Health Science,HLTH-BS,PROT,62,,Unknown or Not Specified,202320,R
130235,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,17,Cape May,HLTH,HLTH-BS,BS,HLSC,Health Science,HLTH-BS,GENE,22,Y,Caucasian or White,202320,R
130243,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,20,Monmouth,SOBL,CRIM,BA,CRIM,Criminal Justice,CRIM,FORE,23,,Hispanic or Latino,202320,R
130244,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,16,Monmouth,SOBL,PSYC-BA,BA,PSYC,Psychology,PSYC-BA,FPSY,22,,Hispanic or Latino,202320,R
130252,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,21,Atlantic,SOBL,PSYC-BA,BA,PSYC,Psychology,PSYC-BA,MHLT,23,,Caucasian or White,202320,R
130260,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,16,Atlantic,GENS,LIBA,BA,LIBA,Liberal Studies,LIBA,GENE,32,Y,Black or African American,202320,R
130264,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,18,Ocean,SOBL,SOWK,BS,SOWK,Social Work,SOWK,GENE,22,Y,Caucasian or White,202320,R
130267,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,20,Atlantic,SOBL,CRIM,BA,CRIM,Criminal Justice,CRIM,DUAL,22,,Caucasian or White,202320,R
130277,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,12,Atlantic,BUSN,BUSN-BS,BS,BSNS,Business Studies,BUSN-BS,MMKT,39,,Black or African American,202320,R
130278,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,16,Salem,HLTH,HLTH-BS,BS,HLSC,Health Science,HLTH-BS,GENE,23,Y,Caucasian or White,202320,R
130279,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,20,Atlantic,SOBL,SOWK,BS,SOWK,Social Work,SOWK,GENE,31,,Hispanic or Latino,202320,R
130280,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,16,Ocean,SOBL,PSYC-BA,BA,PSYC,Psychology,PSYC-BA,GENE,38,,Caucasian or White,202320,R
130293,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,20,Gloucester,HLTH,HLTH-BS,BS,HLSC,Health Science,HLTH-BS,CMDS,23,,Caucasian or White,202320,R
130300,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,20,Camden,HLTH,HLTH-BS,BS,HLSC,Health Science,HLTH-BS,GENE,23,,Caucasian or White,202320,R
130301,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,16,Monmouth,HLTH,HLTH-BS,BS,HLSC,Health Science,HLTH-BS,GENE,25,,Caucasian or White,202320,R
130303,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,12,Camden,ARHU,LITT,BA,LITT,Literature,LITT,LIAM,23,,Caucasian or White,202320,R
130305,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,13,Bergen,NAMS,SUST-BS,BS,SSTB,Sustainability,SUST-BS,AGRO,25,,Caucasian or White,202320,R
130306,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,20,Middlesex,SOBL,SOWK,BS,SOWK,Social Work,SOWK,GENE,24,,Hispanic or Latino,202320,R
130308,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,18,Ocean,BUSN,BUSN-BS,BS,BSNS,Business Studies,BUSN-BS,MMKT,23,,Caucasian or White,202320,R
130310,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,16,Cumberland,SOBL,SOWK,BS,SOWK,Social Work,SOWK,GENE,37,,Hispanic or Latino,202320,R
130311,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,20,Ocean,BUSN,HTEM,BS,HTEM,Hospitality Tourism Event Mgmt,HTEM,GENE,35,,Caucasian or White,202320,R
130321,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,12,Unknown,BUSN,HTEM,BS,HTEM,Hospitality Tourism Event Mgmt,HTEM,GENE,23,,Non Resident Alien,202320,N
130338,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,12,Atlantic,GENS,LIBA,BA,LIBA,Liberal Studies,LIBA,ELEM,59,,Black or African American,202320,R
130343,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,20,Ocean,BUSN,BUSN-BS,BS,BSNS,Business Studies,BUSN-BS,FIN,24,,Caucasian or White,202320,R
130345,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,16,Monmouth,SOBL,PSYC-BA,BA,PSYC,Psychology,PSYC-BA,GENE,22,Y,Caucasian or White,202320,R
130354,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,16,Atlantic,SOBL,PSYC-BA,BA,PSYC,Psychology,PSYC-BA,MHLT,29,,Caucasian or White,202320,R
130355,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,12,Burlington,GENS,LIBA,BA,LIBA,Liberal Studies,LIBA,ELEM,22,,Caucasian or White,202320,R
130359,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,12,Camden,ARHU,AFST,BA,AFST,Africana Studies,AFST,AFHH,22,Y,Black or African American,202320,R
130360,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,12,Atlantic,SOBL,SOCY,BA,SOCY,Sociology & Anthropology,SOCY,GENE,49,,More Than 1 Race,202320,R
130367,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,16,Camden,HLTH,HLTH-BS,BS,HLSC,Health Science,HLTH-BS,GENE,26,,Black or African American,202320,R
130373,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,12,Atlantic,BUSN,BUSN-BS,BS,BSNS,Business Studies,BUSN-BS,FIN,25,,Caucasian or White,202320,R
130384,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,17,Not NJ Resident,HLTH,HLTH-BS,BS,HLSC,Health Science,HLTH-BS,GENE,23,,Caucasian or White,202320,N
130386,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,12,Camden,BUSN,BUSN-BA,BA,BSNS,Business Studies,BUSN-BA,GENE,32,,Caucasian or White,202320,R
130393,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,17,Not NJ Resident,NAMS,MARS-BS,BS,MARS,Marine Science,MARS-BS,MBIO,22,,Caucasian or White,202320,N
130396,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,16,Essex,EDUC,TEDU-BA,BA,TEDU,Teacher Education,TEDU-BA,ELEM,26,,Caucasian or White,202320,R
130397,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,16,Ocean,GENS,LIBA,BA,LIBA,Liberal Studies,LIBA,ECED,24,,Caucasian or White,202320,R
130402,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,16,Cape May,HLTH,NURSING-PREL,BSN,NRS4,"Nursing, Pre-Licensure",NURSING-PREL,NUAC,29,,Caucasian or White,202320,R
130405,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,16,Ocean,ARHU,HIST,BA,HIST,Historical Studies,HIST,GENE,22,,Caucasian or White,202320,R
130409,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,20,Atlantic,HLTH,PUBLIC-HLTH,BS,PUBH,Public Health,PUBLIC-HLTH,CHED,28,,Hispanic or Latino,202320,R
130414,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,16,Middlesex,HLTH,NURSING-PREL,BSN,NRS4,"Nursing, Pre-Licensure",NURSING-PREL,NUAC,59,,Caucasian or White,202320,R
130429,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,12,Mercer,BUSN,HTEM,BS,HTEM,Hospitality Tourism Event Mgmt,HTEM,GENE,25,,Caucasian or White,202320,R
130435,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,16,Middlesex,BUSN,BUSN-BA,BA,BSNS,Business Studies,BUSN-BA,GENE,28,,Caucasian or White,202320,R
130436,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,17,Atlantic,NAMS,BIOL-BS,BS,BIOL,Biology,BIOL-BS,GENE,23,,Asian,202320,R
130439,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,16,Not NJ Resident,HLTH,HLTH-BS,BS,HLSC,Health Science,HLTH-BS,CMDS,21,,Caucasian or White,202320,N
130441,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,16,Burlington,HLTH,HLTH-BS,BS,HLSC,Health Science,HLTH-BS,GENE,22,,Black or African American,202320,R
130450,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,16,Ocean,EDUC,TEDU-BA,BA,TEDU,Teacher Education,TEDU-BA,ELEM,49,,Caucasian or White,202320,R
130454,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,18,Ocean,NAMS,MATH-BA,BA,MATH,Mathematics,MATH-BA,EDUC,21,Y,Caucasian or White,202320,R
130459,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,16,Atlantic,SOBL,POLS,BA,POLS,Political Science,POLS,PREL,37,,Caucasian or White,202320,R
130461,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,20,Atlantic,HLTH,HLTH-BS,BS,HLSC,Health Science,HLTH-BS,GENE,23,,Caucasian or White,202320,R
130468,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,20,Gloucester,HLTH,HLTH-BS,BS,HLSC,Health Science,HLTH-BS,GENE,37,,Black or African American,202320,R
130477,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,20,Essex,SOBL,CRIM,BA,CRIM,Criminal Justice,CRIM,FORE,23,Y,Non Resident Alien,202320,R
130479,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,14,Atlantic,EDUC,TEDU-BA,BA,TEDU,Teacher Education,TEDU-BA,ELEM,27,,Caucasian or White,202320,R
130480,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,12,Atlantic,GENS,LIBA,BA,LIBA,Liberal Studies,LIBA,ELEM,34,,Caucasian or White,202320,R
130498,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,12,Ocean,SOBL,PSYC-BA,BA,PSYC,Psychology,PSYC-BA,MHLT,42,,Unknown or Not Specified,202320,R
130501,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,14,Atlantic,NAMS,BIOL-BS,BS,BIOL,Biology,BIOL-BS,PROF,29,,Caucasian or White,202320,R
130510,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,12,Cape May,ARHU,AFST,BA,AFST,Africana Studies,AFST,AFAL,52,,Black or African American,202320,R
130516,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,20,Burlington,SOBL,PSYC-BA,BA,PSYC,Psychology,PSYC-BA,GENE,23,Y,Caucasian or White,202320,R
130526,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,16,Atlantic,HLTH,HLTH-BS,BS,HLSC,Health Science,HLTH-BS,GENE,23,,Caucasian or White,202320,R
130537,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,16,Burlington,BUSN,HTEM,BS,HTEM,Hospitality Tourism Event Mgmt,HTEM,GENE,22,,Hispanic or Latino,202320,R
130569,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,15,Ocean,NAMS,BIOL-BS,BS,BIOL,Biology,BIOL-BS,GENE,25,,Caucasian or White,202320,R
130583,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,20,Ocean,HLTH,HLTH-BS,BS,HLSC,Health Science,HLTH-BS,GENE,22,Y,Black or African American,202320,R
130588,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,20,Ocean,HLTH,HLTH-BS,BS,HLSC,Health Science,HLTH-BS,PROT,28,,Caucasian or White,202320,R
130590,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,20,Ocean,BUSN,CSCI,BS,CSCI,Computer Science,CSCI,GENE,22,Y,Caucasian or White,202320,R
130606,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,12,Ocean,ARHU,LCST,BA,LCST,Languages and Culture Studies,LCST,EDSP,46,,Hispanic or Latino,202320,R
130607,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,12,Atlantic,GENS,LIBA,BA,LIBA,Liberal Studies,LIBA,GENE,23,,Hispanic or Latino,202320,R
130616,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,14,Atlantic,HLTH,HLTH-BS,BS,HLSC,Health Science,HLTH-BS,PRPT,26,,Caucasian or White,202320,R
130629,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,12,Cape May,HLTH,PUBLIC-HLTH,BS,PUBH,Public Health,PUBLIC-HLTH,CHED,24,,Caucasian or White,202320,R
130680,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,20,Camden,HLTH,HLTH-BS,BS,HLSC,Health Science,HLTH-BS,GENE,22,,Caucasian or White,202320,R
130700,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,17,Ocean,HLTH,HLTH-BS,BS,HLSC,Health Science,HLTH-BS,PRPT,22,,Caucasian or White,202320,R
130756,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,20,Cumberland,BUSN,HTEM,BS,HTEM,Hospitality Tourism Event Mgmt,HTEM,GENE,34,,Hispanic or Latino,202320,R
130788,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,16,Ocean,ARHU,COMM,BA,COMM,Communication Studies,COMM,MEDP,21,,Caucasian or White,202320,R
130808,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,16,Not NJ Resident,SOBL,PSYC-BA,BA,PSYC,Psychology,PSYC-BA,FPSY,25,Y,Caucasian or White,202320,R
130810,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,20,Atlantic,GENS,LIBA,BA,LIBA,Liberal Studies,LIBA,GENE,22,,Hispanic or Latino,202320,R
130819,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,16,Ocean,SOBL,CRIM,BA,CRIM,Criminal Justice,CRIM,GENE,22,,Caucasian or White,202320,R
130824,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,16,Burlington,HLTH,HLTH-BS,BS,HLSC,Health Science,HLTH-BS,GENE,21,,Caucasian or White,202320,R
130834,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,20,Atlantic,SOBL,CRIM,BA,CRIM,Criminal Justice,CRIM,FPSY,38,,Caucasian or White,202320,R
130862,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,12,Ocean,BUSN,BUSN-BA,BA,BSNS,Business Studies,BUSN-BA,GENE,22,,Caucasian or White,202320,R
130901,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,16,Ocean,HLTH,NURSING-PREL,BSN,NRS4,"Nursing, Pre-Licensure",NURSING-PREL,NUAC,33,,More Than 1 Race,202320,R
130916,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,12,Cape May,BUSN,BUSN-BS,BS,BSNS,Business Studies,BUSN-BS,ACCT,39,,Caucasian or White,202320,R
130919,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,12,Ocean,GENS,LIBA,BA,LIBA,Liberal Studies,LIBA,GENE,23,,Caucasian or White,202320,R
130925,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,12,Atlantic,HLTH,HLTH-BS,BS,HLSC,Health Science,HLTH-BS,GENE,35,,Asian,202320,R
130983,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,14,Ocean,SOBL,SOWK,BS,SOWK,Social Work,SOWK,GENE,22,,Caucasian or White,202320,R
131006,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,17,Gloucester,HLTH,EXSC-BS,BS,EXSC,Exercise Science,EXSC-BS,GENE,23,,Asian,202320,R
131212,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,16,Atlantic,BUSN,CSCI,BS,CSCI,Computer Science,CSCI,GENE,21,Y,Asian,202320,R
131332,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,20,Monmouth,HLTH,HLTH-BS,BS,HLSC,Health Science,HLTH-BS,PRPT,26,,Caucasian or White,202320,R
131421,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,18,Ocean,BUSN,BUSN-BS,BS,BSNS,Business Studies,BUSN-BS,MACC,32,,Caucasian or White,202320,R
131500,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,21,Middlesex,NAMS,BIOL-BS,BS,BIOL,Biology,BIOL-BS,GENE,23,Y,Hispanic or Latino,202320,R
131509,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,14,Camden,SOBL,SOWK,BS,SOWK,Social Work,SOWK,GENE,23,,Hispanic or Latino,202320,R
131518,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,12,Ocean,ARHU,ARTV-BFA,BFA,ARTV,Visual Arts,ARTV-BFA,VCOM,30,,Caucasian or White,202320,R
131594,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,16,Ocean,ARHU,COMM,BA,COMM,Communication Studies,COMM,JRMS,26,,Caucasian or White,202320,R
131685,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,14,Cape May,BUSN,CSCI,BS,CSCI,Computer Science,CSCI,GENE,21,,Caucasian or White,202320,R
131749,Female,Continuing,Transfer,Degree-Seeking,FT,Senior,17,Monmouth,HLTH,HLTH-BS,BS,HLSC,Health Science,HLTH-BS,GENE,25,,Caucasian or White,202320,R
